SummaryScore_SpatialSpan,RT_SpatialSpan,user_id,SummaryScore_targetDetection,RT_targetDetection,SummaryScore_VerbalAnalogies,RT_VerbalAnalogies,Residence,Language binary,Ethnicity,Sex,Education,Handedness,Occupation,Salary,timepoint_by_date,Age,Imputation,Device Summary,Normative,Age squared,Age decade
8.0,4469.0,b461b32f0a4748038e4cb07828126616,65.0,1219.0,15,6747.5,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£10-20K,tp1,21.0,0,Apple Computer,0,441.0,20
6.0,2626.5,517577ee53b542779504e299181767ec,57.0,1458.0,11,2510.5,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£20-30K,tp1,25.0,0,Windows Computer,0,625.0,20
6.0,2355.0,54b0b90c70d6420eb21ea5dd32902b1a,71.0,798.0,23,4548.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£10-20K,tp1,30.0,0,Android phone,0,900.0,20
6.0,3798.5,f29ab2d752ab48fbababccf2119d0eae,63.0,1228.5,23,2416.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£10-20K,tp1,25.0,0,Apple phone,0,625.0,20
5.0,1502.0,ff5fe8eb79da41fbaa614466ae490444,71.0,1037.0,24,2863.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£30-40K,tp1,21.0,0,Apple phone,0,441.0,20
5.0,3577.0,95872c0f81754c4c82a18c46a462b578,63.0,1747.0,4,278.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£20-30K,tp1,26.0,0,Android phone,0,676.0,20
7.0,3301.0,82350541-906c-4885-a6bd-88bce8cda763,70.0,1129.0,13,2234.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£10-20K,tp1,24.0,0,Apple phone,0,576.0,20
7.0,4282.0,c574599c1d484a04ad7cb7cbea897eea,31.0,1792.0,-1,1945.0,United Kingdom,Other,White,Male,00_preGCSE,Ambidextrous,Worker,£10-20K,tp1,24.0,0,Android phone,0,576.0,20
7.0,7871.0,19fe27d56a3e484faf9faba711c112ba,48.0,1579.0,17,6355.5,United Kingdom,Other,White,Male,00_preGCSE,Right handed,Worker,£50-60K,tp1,24.0,0,Apple Computer,0,576.0,20
6.0,4477.5,7da2cbb0a7d44539b9c1ac3a163a630c,57.0,1734.0,25,5692.5,Bulgaria,Other,White,Male,00_preGCSE,Right handed,Worker,£0-10K,tp1,30.0,0,Linux computer,0,900.0,20
7.0,4837.0,791a4f835e2b43a69e9eb0781778b274,51.0,2193.0,16,3533.0,Cambodia,Other,White,Male,00_preGCSE,Right handed,Worker,£10-20K,tp1,29.0,0,Android phone,0,841.0,20
8.0,2829.0,11f2ac5f1bd54adbb48789bdee70f57d,52.0,1197.0,46,2576.0,Spain,Other,White,Male,00_preGCSE,Right handed,Worker,£70-80K,tp1,23.0,0,Android phone,0,529.0,20
7.0,3970.0,107b3ff7ea004c09930748c62e7d03a7,56.0,1391.0,17,1647.5,Sweden,Other,White,Male,00_preGCSE,Right handed,Worker,£10-20K,tp1,25.0,0,Windows Computer,0,625.0,20
6.0,3175.5,87026d7987da4c8995c755212b8c0b15,63.0,1256.0,1,511.5,United Kingdom,Other,White,Male,00_preGCSE,Right handed,Worker,£20-30K,tp1,30.0,0,Android phone,0,900.0,20
6.0,3028.5,dc6d1450500b4441a1cbdb7678b19320,53.0,1866.5,38,3384.0,Bangladesh,Other,White,Male,00_preGCSE,Right handed,Worker,£20-30K,tp1,30.0,0,Windows Computer,0,900.0,20
5.0,2443.0,704dba7d20f647fea94b086cbb5f1dc8,39.0,1857.0,-5,2655.5,Sweden,Other,White,Male,00_preGCSE,Right handed,Worker,£20-30K,tp1,24.0,0,Windows Computer,0,576.0,20
7.0,3914.0,8f10199f-94c1-4b74-8e5f-3b5fbd112ab7,63.0,1138.0,20,3738.0,United Kingdom,Other,White,Male,00_preGCSE,Right handed,Worker,£90-100K,tp1,28.0,0,Android phone,0,784.0,20
4.0,2014.5,8679a1ecada74ded9c7b0cc9fa263695,62.0,1300.0,7,4197.0,United Kingdom,Other,White,Male,00_preGCSE,Right handed,Worker,prefer not to say,tp1,28.0,0,Windows Computer,0,784.0,20
5.0,2600.0,a5c005ae-40c7-49bd-9a19-0c3f3bebc3b9,58.0,1778.0,-8,4359.0,United Kingdom,English,White,Male,00_preGCSE,Ambidextrous,Worker,£0-10K,tp1,37.0,0,Android phone,0,1369.0,30
5.0,3146.0,7616108d78cd4fc5ad521814979a6afc,63.0,962.0,5,2783.5,United Kingdom,English,White,Male,00_preGCSE,Ambidextrous,Worker,prefer not to say,tp1,33.0,0,Windows Computer,0,1089.0,30
8.0,4720.0,b6e9f0ad-0b0b-4bf7-bd32-6af06c4f2ec1,72.0,849.5,9,3949.0,United Kingdom,English,White,Male,00_preGCSE,Ambidextrous,Worker,£30-40K,tp1,34.0,0,Android phone,0,1156.0,30
4.0,3047.0,7d7c5cb6de1e45e7892157a0cad0333d,51.0,1798.0,21,3903.0,United Kingdom,English,White,Male,00_preGCSE,Ambidextrous,Worker,£10-20K,tp1,40.0,0,Windows Computer,0,1600.0,30
5.0,2999.0,b342363d09dc48ab882a93504c336d14,66.0,1302.0,15,6174.0,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£30-40K,tp1,38.0,0,Apple phone,0,1444.0,30
6.0,3313.5,2fb69677f805485dbfe0f8e7b17704a2,71.0,992.5,36,3184.0,Ireland {Republic},English,White,Male,00_preGCSE,Left handed,Worker,£80-90K,tp1,40.0,0,Apple phone,0,1600.0,30
7.0,2080.0,c3b6655a829a41bda45629a1c0fae1e2,71.0,796.0,21,2944.5,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£60-70K,tp1,34.0,0,Android phone,0,1156.0,30
7.0,2415.5,553aadbb2eeb4b0086f038bce87b7a97,53.0,1382.5,15,4772.5,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£30-40K,tp1,38.0,0,Apple phone,0,1444.0,30
7.0,2289.0,6de58b79742f45feb174817ad4d88842,59.0,1649.5,11,3306.5,Netherlands,English,White,Male,00_preGCSE,Left handed,Worker,£50-60K,tp1,35.0,0,Apple phone,0,1225.0,30
6.0,2125.0,b4f4db98-db94-4c19-b8dc-9aa3db9f08b2,47.0,2414.0,14,3128.0,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£30-40K,tp1,31.0,0,Android phone,0,961.0,30
6.0,2925.0,ec09557fd875482785f4eb133ac44eeb,71.0,998.0,17,3940.0,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£30-40K,tp1,34.0,0,Apple phone,0,1156.0,30
6.0,4952.5,53fcf11d-0ef3-4b05-8f06-3bd17820a33f,70.0,1023.5,23,3945.5,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£30-40K,tp1,35.0,0,Android phone,0,1225.0,30
6.0,3374.0,847055e2c9754e168858df147409ba3d,56.0,1619.0,9,2395.5,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£40-50K,tp1,39.0,0,Android phone,0,1521.0,30
7.0,4268.0,fd80b484-0879-4f97-bff1-a96ec5e3fd9e,71.0,848.0,46,2700.0,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£40-50K,tp1,37.0,0,Apple phone,0,1369.0,30
5.0,2235.0,d2958b07ae6f49ab987376b5f77c9ead,48.0,1578.5,17,3627.0,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£50-60K,tp1,40.0,0,Apple phone,0,1600.0,30
7.0,2647.5,143d0598-3965-4e50-bcf3-b80658a99285,71.0,993.0,16,3148.0,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£10-20K,tp1,36.0,0,Apple tablet,0,1296.0,30
8.0,3112.0,af645f7d-81b2-4042-869f-a53377699290,54.0,1993.0,33,3345.5,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£40-50K,tp1,40.0,0,Android phone,0,1600.0,30
6.0,2253.5,b2a44edf2a564492b38fc9a86cff1ae7,48.0,1710.5,22,3090.0,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£20-30K,tp1,36.0,0,Android phone,0,1296.0,30
4.0,5054.0,a876c1c0ab0f4a83bbbebf476a0d4c7b,68.0,1469.0,25,4020.0,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£20-30K,tp1,34.0,0,Apple phone,0,1156.0,30
6.0,2323.0,cf3d420514aa43ce858b952cd041c953,57.0,2361.5,20,5442.0,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£30-40K,tp1,35.0,0,Android phone,0,1225.0,30
6.0,2621.0,4d8a9a8041104dbdb67357ae8ff94523,62.0,1537.0,33,3821.5,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£20-30K,tp1,34.0,0,Apple phone,0,1156.0,30
7.0,2294.0,3ebd1fea30af40df8ccc769776a39215,52.0,2004.0,29,3391.0,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,>100K,tp1,40.0,0,Android phone,0,1600.0,30
7.0,3749.0,b4b37c5300c54ea19e1c83e0db849805,67.0,1365.0,1,4735.5,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£20-30K,tp1,31.0,0,Apple phone,0,961.0,30
5.0,2182.0,714cf296f8ac4b37b9a5a9ef4ac90837,66.0,922.5,26,3049.0,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£40-50K,tp1,37.0,0,Apple phone,0,1369.0,30
6.0,4000.0,05615261514d4a0a80d026caed48c728,69.0,1347.0,17,3851.0,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£20-30K,tp1,40.0,0,Android phone,0,1600.0,30
6.0,3971.5,317b09e0d64f46738ccaff7b0dddc9c0,66.0,1310.0,21,2535.5,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£20-30K,tp1,40.0,0,Android phone,0,1600.0,30
6.0,2947.0,2addfb115d2449939d01fe98a281167c,50.0,2129.0,8,5288.0,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£40-50K,tp1,37.0,0,Android phone,0,1369.0,30
6.0,2788.0,b7ad347c4e1b46a0ba9df3e9a9ddb8c2,66.0,1807.0,17,4422.0,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£80-90K,tp1,39.0,0,Apple phone,0,1521.0,30
5.0,4147.0,14f84b4a-f4b0-4719-83d7-0d9934866a2d,66.0,1439.0,12,4149.0,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£10-20K,tp1,38.0,0,Android phone,0,1444.0,30
5.0,2684.5,ab8a8c87-e8d0-4555-ab94-418b442dca7e,70.0,755.5,-2,11603.0,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£20-30K,tp1,31.0,0,Apple phone,0,961.0,30
7.0,7143.0,a780be9db3294ddfbca8b781f4e45b48,63.0,1175.0,27,3112.0,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£20-30K,tp1,35.0,0,Android phone,0,1225.0,30
7.0,2737.0,31fccf88714b472d877eb51129c1bcd3,54.0,1662.0,30,2512.0,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£70-80K,tp1,40.0,0,Apple tablet,0,1600.0,30
5.0,3692.0,812d4ebc87e643c88c48e36c7162448f,34.0,2130.5,-5,5576.0,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£20-30K,tp1,35.0,0,Android phone,0,1225.0,30
5.0,2852.0,45c5fb32213d4deda464dbac4ce2511d,72.0,774.0,7,4405.0,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£30-40K,tp1,38.0,0,Apple phone,0,1444.0,30
7.0,3579.0,c320e5ed-6de3-48ef-932c-2cabdd7fd990,61.0,2005.0,30,3091.0,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£30-40K,tp1,39.0,0,Android phone,0,1521.0,30
5.0,2013.5,3850afa969b64a278d9b4c3cd252a339,68.0,1170.0,33,3075.5,United Kingdom,English,White,Male,00_preGCSE,Left handed,Worker,£50-60K,tp1,37.0,0,Apple phone,0,1369.0,30
7.0,3281.0,812b899dbf174f2fb8f652cad6659345,68.0,881.0,7,6097.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£40-50K,tp1,31.0,0,Apple phone,0,961.0,30
4.0,2304.0,25fad8830dc746aa9f64081f2f030837,69.0,920.0,11,3929.5,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£20-30K,tp1,36.0,0,Apple phone,0,1296.0,30
5.0,1859.0,805f456fc730421f998a022810be96c6,59.0,1255.0,7,2286.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£50-60K,tp1,32.0,0,Apple phone,0,1024.0,30
6.0,3398.0,30d5279d-29b0-46d4-b752-355d4788b47d,67.0,1222.0,12,5030.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£30-40K,tp1,32.0,0,Windows Computer,0,1024.0,30
7.0,2752.0,6295eeba-259d-49ea-846a-f6aa22f3800a,70.0,1007.0,22,3178.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£30-40K,tp1,32.0,0,Android phone,0,1024.0,30
3.0,2583.0,3b8e26eb84344498adaecec511fb2d43,23.0,1213.0,9,4946.5,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£20-30K,tp1,35.0,0,Apple phone,0,1225.0,30
7.0,3027.0,0054939102374d9cb891f7f762da5e0c,71.0,1100.0,15,4491.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£30-40K,tp1,35.0,0,Windows Computer,0,1225.0,30
5.0,2925.0,08ca3eb355d246a6a254242c5ad357cd,69.0,1101.0,-14,586.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£40-50K,tp1,38.0,0,Android phone,0,1444.0,30
5.0,5661.0,05da74d0494042cd8de41c7b4a68ded9,60.0,2296.0,3,8813.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£20-30K,tp1,39.0,0,Windows Computer,0,1521.0,30
7.0,3716.0,c846e621f190498bac43d1690df4e6f4,68.0,1768.5,15,3861.5,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£20-30K,tp1,39.0,0,Apple phone,0,1521.0,30
7.0,3168.0,a3a116904687480592276f137535dbec,36.0,1792.0,12,3259.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,>100K,tp1,38.0,0,Apple phone,0,1444.0,30
8.0,1910.0,3cf3875d1e6e4d8b9bb9f37a3908c80d,70.0,1266.0,40,2286.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£30-40K,tp1,40.0,0,Windows Computer,0,1600.0,30
6.0,3633.0,a9932fe5cb9942908066cb8309c7c3ae,58.0,1830.0,16,6180.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£30-40K,tp1,33.0,0,Apple phone,0,1089.0,30
6.0,2987.0,98424125a15f4dfca67e8e01261ba9fb,35.0,1581.0,14,3145.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£70-80K,tp1,37.0,0,Apple phone,0,1369.0,30
5.0,4279.0,5a45be90abec4d9fbb2dacef6b6f6809,59.0,2260.0,37,2722.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£50-60K,tp1,36.0,0,Android phone,0,1296.0,30
7.0,3307.5,37034bd68885426c933ce25ce0f6405e,48.0,2032.5,33,2464.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£60-70K,tp1,38.0,0,Apple Computer,0,1444.0,30
5.0,4060.0,4bb316bb145045bb8232e2cb7d8d14d5,51.0,1542.5,-1,3802.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£10-20K,tp1,33.0,0,Apple phone,0,1089.0,30
7.0,6584.5,3725e023d5db418da381f36134103230,72.0,1028.5,12,3385.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£30-40K,tp1,39.0,0,Android phone,0,1521.0,30
5.0,2658.0,cc89cebab1bc4c5aa30f964988a665fa,39.0,2145.0,8,3919.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£20-30K,tp1,32.0,0,Apple phone,0,1024.0,30
6.0,3995.0,44a5c0153b124dad8f09692c53451c12,39.0,1994.0,24,3440.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£40-50K,tp1,40.0,0,Windows Computer,0,1600.0,30
6.0,3687.0,ff3a0d26fa084679b64c79214cd48e74,62.0,1569.5,26,3558.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£10-20K,tp1,39.0,0,Apple Computer,0,1521.0,30
4.0,3653.0,d6fdf5242c6d4fca96204cb8a696feab,49.0,1470.5,48,2404.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£50-60K,tp1,39.0,0,Windows Computer,0,1521.0,30
5.0,3106.0,3b0e05e74f9b49fab7b485e695a24fe1,72.0,1012.0,4,3468.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£40-50K,tp1,35.0,0,Android phone,0,1225.0,30
9.0,4193.0,cb0e3ae75e8b4ba1b4fe3ce2900843b7,53.0,2762.0,16,3581.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£20-30K,tp1,36.0,0,Android phone,0,1296.0,30
6.0,2899.0,f525c437c45549ab9288f344d25e01db,72.0,933.5,16,3890.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£60-70K,tp1,34.0,0,Apple phone,0,1156.0,30
7.0,2929.0,20a8a476d9884f9d943c37a1ff26608a,59.0,1513.0,3,2723.5,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£50-60K,tp1,38.0,0,Apple phone,0,1444.0,30
6.0,2053.5,6b322714566542ed8756ba1e48d7f402,41.0,2006.0,35,2944.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£40-50K,tp1,40.0,0,Apple phone,0,1600.0,30
6.0,4356.0,86b2cac52ac4407ea0c394a81d987eb1,66.0,1489.0,25,2935.5,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£10-20K,tp1,31.0,0,Android phone,0,961.0,30
6.0,2926.0,30039f47-6e1e-4a50-9046-bb9374d36666,50.0,1876.0,9,478.5,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£40-50K,tp1,36.0,0,Apple Computer,0,1296.0,30
8.0,3539.0,dd48cdf665394b0e8a3f56c05c8d5804,69.0,1621.0,15,3242.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£60-70K,tp1,36.0,0,Apple phone,0,1296.0,30
8.0,3891.5,0db6e1bb-90ab-4138-8adc-2ab09743572b,65.0,1469.0,22,3495.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£30-40K,tp1,31.0,0,Apple Computer,0,961.0,30
6.0,2522.0,e0c9c0ef5a64460e86d415fceebf1275,71.0,1028.0,2,4392.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£50-60K,tp1,39.0,0,Apple Computer,0,1521.0,30
6.0,3333.0,2ae277b3-f927-4ea3-bd53-17694b7a78c4,53.0,1920.0,6,3263.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£0-10K,tp1,34.0,0,Android phone,0,1156.0,30
8.0,3406.0,375b76527d6049ebb2d0adf1168860cd,49.0,1964.5,16,2435.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£10-20K,tp1,33.0,0,Android phone,0,1089.0,30
6.0,4213.5,4dacd438f5bc488ba809c61190aa4453,69.0,1654.5,33,2580.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£50-60K,tp1,33.0,0,Android phone,0,1089.0,30
6.0,3307.5,7f3c4156f8374d7fb1b94551b1245585,71.0,827.0,27,3885.5,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£40-50K,tp1,40.0,0,Apple phone,0,1600.0,30
8.0,2758.0,7aa4990296444354b0d2c64ddb06f7a8,71.0,1159.5,25,4580.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£20-30K,tp1,33.0,0,Android phone,0,1089.0,30
7.0,2837.0,3c5957607ed84dbb8e0650a2f557f88c,63.0,1433.0,23,1954.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£70-80K,tp1,34.0,0,Windows Computer,0,1156.0,30
5.0,3222.0,d136a26a06d44a8a87c24e20249996c6,51.0,2055.0,-7,1758.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,prefer not to say,tp1,33.0,0,Apple Computer,0,1089.0,30
8.0,3529.0,23dc383df76046bc94a4cf60f76635d9,70.0,1175.0,42,2689.0,United States,English,White,Male,00_preGCSE,Right handed,Worker,£30-40K,tp1,39.0,0,Android phone,0,1521.0,30
6.0,4475.0,cb802c6fe9144bfb8a66b94626c5126f,45.0,1944.0,28,3736.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£20-30K,tp1,33.0,0,Apple Computer,0,1089.0,30
6.0,2807.0,273d2d5fdd7149ff96d7ff8220cf8654,65.0,1193.0,13,4981.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£20-30K,tp1,40.0,0,Android phone,0,1600.0,30
6.0,2742.0,ad2157a48eeb4f5f97d1c4a6dfb92dfd,58.0,1530.0,21,2241.0,Iran,English,White,Male,00_preGCSE,Right handed,Worker,£0-10K,tp1,36.0,0,Windows Computer,0,1296.0,30
7.0,2477.0,4727edd5-aeac-4718-ac64-d551ab08f23d,69.0,1166.0,13,3115.5,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£20-30K,tp1,37.0,0,Android phone,0,1369.0,30
6.0,3393.5,774355a406054137aac7e718c629dae6,68.0,1381.0,25,3119.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£20-30K,tp1,37.0,0,Apple phone,0,1369.0,30
5.0,1637.0,34b92c719c6f466b868f0c1d5ed065d4,65.0,1523.0,29,3326.0,United Kingdom,English,White,Male,00_preGCSE,Right handed,Worker,£20-30K,tp1,34.0,0,Apple tablet,0,1156.0,30
7.0,9272.0,08311e724d5540279d253e78fc7c0ee5,68.0,1376.0,26,2994.0,United Kingdom,Other,White,Male,00_preGCSE,Ambidextrous,Worker,£50-60K,tp1,40.0,0,Android phone,0,1600.0,30
12.0,9994.0,1ec925a90d824e0cb3dc0bbfefd7df4d,55.0,1754.0,-10,3247.0,United Kingdom,Other,White,Male,00_preGCSE,Ambidextrous,Worker,£40-50K,tp1,37.0,0,Windows Computer,0,1369.0,30
7.0,2938.0,50d5935b89314f3f865f0d8413bd3b16,42.0,1615.0,7,3773.5,United Kingdom,Other,White,Male,00_preGCSE,Left handed,Worker,£30-40K,tp1,39.0,0,Apple phone,0,1521.0,30
4.0,4115.5,bbcda8ce-d04b-4e63-ace8-79ab2dd019a4,26.0,2042.0,2,29916.0,United Kingdom,Other,White,Male,00_preGCSE,Left handed,Worker,£20-30K,tp1,34.0,0,Android phone,0,1156.0,30
7.0,3247.0,62d346433aef487fb64073ce9b6796a4,60.0,1588.0,14,4218.0,United Kingdom,Other,White,Male,00_preGCSE,Right handed,Worker,£80-90K,tp1,40.0,0,Windows Computer,0,1600.0,30
6.0,2504.5,3ad3d1e7e53e42678e2565db31b359bb,65.0,898.0,38,3160.0,United Kingdom,Other,White,Male,00_preGCSE,Right handed,Worker,£70-80K,tp1,32.0,0,Apple phone,0,1024.0,30
6.0,3046.0,eb47e7600cc84f6ca5c4d7a3d75ed912,66.0,1274.0,18,4415.0,United Kingdom,Other,White,Male,00_preGCSE,Right handed,Worker,£10-20K,tp1,40.0,0,Windows Computer,0,1600.0,30
5.0,3215.0,0f5c18fef1e842ff83f4292842220d48,58.0,1800.0,6,4032.0,United Kingdom,Other,White,Male,00_preGCSE,Right handed,Worker,£30-40K,tp1,34.0,0,Android phone,0,1156.0,30
7.0,3263.0,98219c74-e8e1-4e67-bece-22dd0280913e,62.0,1542.0,16,4025.0,United Kingdom,Other,White,Male,00_preGCSE,Right handed,Worker,£30-40K,tp1,39.0,0,Apple phone,0,1521.0,30
8.0,2984.0,abb637706f164f08a5e0881a0f927d2d,69.0,789.0,22,4309.0,United Kingdom,Other,White,Male,00_preGCSE,Right handed,Worker,prefer not to say,tp1,38.0,0,Windows Computer,0,1444.0,30
8.0,3569.0,c7c509e3-b489-4e2a-8c0b-2a7a7fc3bd58,69.0,1383.0,4,5194.0,United Kingdom,Other,White,Male,00_preGCSE,Right handed,Worker,£30-40K,tp1,36.0,0,Apple phone,0,1296.0,30
6.0,3814.0,d0d67739bb7447b8b48d1a7afb582e8e,54.0,1570.5,13,5229.5,Sweden,Other,White,Male,00_preGCSE,Right handed,Worker,£20-30K,tp1,33.0,0,Apple Computer,0,1089.0,30
6.0,2662.0,599371619d964dc497f1ba0f3bff99d6,58.0,1298.0,4,2103.0,United Kingdom,Other,White,Male,00_preGCSE,Right handed,Worker,£30-40K,tp1,38.0,0,Android phone,0,1444.0,30
8.0,8870.5,45baf02057564e7c9594f5f6006ab704,49.0,2171.0,0,3662.0,United Kingdom,Other,White,Male,00_preGCSE,Right handed,Worker,£10-20K,tp1,33.0,0,Android phone,0,1089.0,30
8.0,5580.5,860ccc8ef3804ab99922dd87a201e4d7,48.0,2194.0,26,4883.0,United Kingdom,Other,White,Male,00_preGCSE,Right handed,Worker,£10-20K,tp1,33.0,0,Apple phone,0,1089.0,30
7.0,3836.0,a2e7ec9f-f51e-4f48-8f41-b747befc876f,69.0,1162.0,20,4062.0,United Kingdom,Other,White,Male,00_preGCSE,Right handed,Worker,£0-10K,tp1,40.0,0,Android phone,0,1600.0,30
7.0,3248.0,4b38b1c0d49f4a799a491394e600f385,55.0,1754.0,29,3890.5,Poland,Other,White,Male,00_preGCSE,Right handed,Worker,£20-30K,tp1,38.0,0,Android phone,0,1444.0,30
7.0,3296.5,d901d3ab28044a24870d0770439c0f0a,49.0,1553.0,31,2702.0,United Kingdom,Other,White,Male,00_preGCSE,Right handed,Worker,£10-20K,tp1,32.0,0,Linux computer,0,1024.0,30
6.0,5407.5,7ef76bb0-7bee-42b0-9cdc-ee68ec27a2bd,66.0,1149.0,9,5512.5,United Kingdom,Other,White,Male,00_preGCSE,Right handed,Worker,£40-50K,tp1,35.0,0,Apple phone,0,1225.0,30
6.0,3009.5,c77f6ed84814443e861cb03e5ce7da08,54.0,1712.0,17,3154.0,United Kingdom,Other,White,Male,00_preGCSE,Right handed,Worker,£30-40K,tp1,37.0,0,Apple phone,0,1369.0,30
5.0,2797.0,142db7a155004bdcaaef9d8a3f2c91d6,32.0,3081.0,4,4792.0,United Kingdom,Other,White,Male,00_preGCSE,Right handed,Worker,£10-20K,tp1,37.0,0,Android phone,0,1369.0,30
6.0,4079.0,416662ed2a11429f94a0a232d561aebc,71.0,1107.0,-9,3496.5,United Kingdom,Other,White,Male,00_preGCSE,Right handed,Worker,£20-30K,tp1,36.0,0,Windows Computer,0,1296.0,30
4.0,2781.5,4554f889a33a4e7897f3e73b031d8133,53.0,741.0,12,5167.0,United Kingdom,Other,White,Male,00_preGCSE,Right handed,Worker,£50-60K,tp1,36.0,0,Apple phone,0,1296.0,30
5.0,2029.0,3a3c4a50-3b46-47d1-aae2-4f189643838a,71.0,861.0,26,2837.0,United Kingdom,English,White,Male,00_preGCSE,Ambidextrous,Worker,£40-50K,tp1,46.0,0,Apple tablet,0,2116.0,40
6.0,5630.0,af99ec13-e9c3-4e89-99e4-4b61a8ec18fc,41.0,2087.5,8,4919.0,United Kingdom,English,White,Male,00_preGCSE,Ambidextrous,Worker,£20-30K,tp1,47.0,0,Windows Computer,0,2209.0,40
